Name,Title,Date and Location,Review,URL
Pradeep Kumar,"Network issues, lot of signal problem",Reviewed in India on 20 October 2023,"Handset is ok look wise and all other features, but network issues are a huge problem my mobile number is unreachable for others to contact, which was not an issue with my previous Mi Note 8 pro.
Got it for ₹ 10,800/- with Amazon and SBI card discount.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Mitashree Roy,Great deal.,Reviewed in India on 2 October 2023,"Superb display, even at 60 Hz. Superb battery life too.

- Dhritiman Roy",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Amazon Customer,Good Purchase,Reviewed in India on 2 July 2023,"Got it today, Golden",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Vignesh,Worth for the Price.,Reviewed in India on 2 October 2023,Worth for the price. No gaming phone. Good display and poor speaker. Medium usage phone. 5g does not matter as long as wifi is your main connectivity.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Darpan,Excellent,Reviewed in India on 9 October 2023,Excellent,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Vishnu,Good one,Reviewed in India on 26 October 2023,Value for money,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Nishant S,Meets requirements,Reviewed in India on 26 September 2023,Best in range,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Abhijit Midde,Price is too much High,Reviewed in India on 22 October 2023,"Pros....
1. Display is good
2. Fast charging
3. Looking also good
4. Good Battery back up
Cons.....
1. Price is very high
2. Network problem is main issue. Very poor network. Where same connection other phone was full network it's only one or two network. Seriously it's a big problem. Call drop during calling. I recommend to buy only who belongs from urban areas not for rural areas.
3. You don't feel flagship 4g phone at this price because these prices comes 5g handset.
4. Extremely bad quality sound I don't expect at this price. I purchased other phone at very low price but sound quality not very good but okay.
5. Display is very big.
6. Don't play free fire game, heavy frame drops.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Amazon Customer,Good product,Reviewed in India on 19 September 2023,Nice phone for my mom,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Suresh Audi,Worst quality Product,Reviewed in India on 7 November 2023,Quality not good. Sound system is very worst. Redme Note 9 Pro good phone compared to 12. Don't buy this product. Camera is not good. Finally it is like waste product from Redmi series,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
AMZon Customer,Worst product service,Reviewed in India on 10 November 2023,Received dust particles under the screen protector which was pre-applied by the brand. Didn’t expected this type of product service by Redmi ( Xiaomi) brand.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Amazon Customer,It’s not detected SIM card,Reviewed in India on 13 October 2023,"I bought this mobile phone because it is branded
But after buying in Amazon big festival
I received defect mobile and not showing network
Now customer care person says, should you go red mi custome service centre for rectification
Is this correct way? I bought in Amazan but they said like this",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Narender yadav,Blur and Matt finish on display,Reviewed in India on 29 October 2023,Amazon have policy if your phone is not working properly than its customer's responsibility to repair it at service center by himself. This is not elegible for return or refund except damage/wrong item.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Daniel Nongrum,Good,Reviewed in India on 16 November 2023,Performance okay. Value for money 3 and 1/2. Battery life 4 and 1/2. Weight good enough. It was okay average smartphone .,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX210ZjozMDAwNjgxMDQ4NTgyMzI6OjA6Og&url=%2FRedmi-Note-Sunrise-Gold-Storage%2Fdp%2FB0C1GJYYY1%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Souvik S.,That was not expected from Samsung,Reviewed in India on 6 September 2023,"Pros:
1. Display(although tft but can beat any good quality ips)
2. Camera(eis)(I didn't expected that camera from that phone)
3. Battery
4. 25watt chargin support
5. Software update
6. Tripple slot
7. Headphone jack
8. All Indian 5g bands supported
9. Durable
10. Easy to hold and comfortable in hand
11. Finishing, glossy colour is minimalistic design
12. New One ui core is more feature rich and looks like full one ui
13. Security is my priyority to buy samsung mobile
Cons:
1. Device is bulky, large and heavy
2. Device become warm in normal use, that affect battery back up a little bit.
3. There is sudden play at back cover(Samsung need to strict its qc team)
4. Device stalls for a bit(2-4seconds, no touch response occurs then everything is ok)) during games and youtube(bug need to fix)
5. During games dont know why sound from the speaker distort and lags, but during youtube and other multimedia consumption sound is normal(I think bug need to fix)
6. During multimedia playback back cover potrion of speacker become warm
7. Also problem with proximity sensors. They wouldn't work properly on the 1st 2 call of day. Then they work properly

I dont know the problems are only in my unit or other users also facing same problem. When i bought this phone there was only option to return the device no replacement. I don't had spare phone. Thats why I had to keep the device. Amazon executive ran diagnosis test, no problem found. Went to cutomer service. There also no problem found. They updated software and that also can't solve the problems.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Trusted reviews,A Solid Choice for Long Phone Calls and Battery Life,Reviewed in India on 16 October 2023,"Before settling on the Samsung M14 5G, I was considering three different models: the Redmi 12 5G, Moto G54 5G, and M14. Through my research, I found that the G54 had heating issues and the Redmi 12 had camera issues. As a general user who was looking for a good phone with good battery life and good call quality, I ultimately chose the M14.

In terms of network capabilities, this phone works best on 5G/4G and supports 13 bands on 5G, VOWIFI, and has 4G aggression which works seamlessly. The only feature missed was VONR. One feature that I found particularly useful is voice focus, which cuts background noise perfectly( particularly when you are train or noisy environment). The phone also has dedicated slots for SIM and SDCard.

Battery backup is amazing and can sustain for at least 2 days no matter how you use it. However, the camera is average and the rear camera is worse than the front camera. The Samsung UI is very good and supports dual apps (dual WhatsApp), and RAM management is good, though most of the time only 2GB of RAM is free. If you have a Samsung TV, this phone works flawlessly with it.

The phone comes with the latest Android 13 out of the box, and Samsung guarantees updates for OS and security updates which is a plus. The speaker is loud enough for calls and listening to YouTube videos. There are no bloatware apps, though there are a few that can be uninstalled.

One major con is that the phone does not come with a charger inside the box, only a C to C type cable. I ordered a 20W boat charger which works perfectly but comes at an additional cost. The biggest con I see is the display, which is very bad in outdoor conditions even when set to full brightness. If you are an outdoor person, I would recommend avoiding this phone. The phone's appearance is very basic, and the back looks very plasticky (can be covered with a case). There is no punch hole camera.

Overall, if you are someone who makes long phone calls and wants a phone with good battery life and call quality, the Samsung M14 5G is a great choice.

Update 2: I came to know that 3rd camera which is a 2MP depth does nothing here, its better to go for F14 than this as you can save approx 1k instead of buying( may be you can buy a samsung 25 w fast charger with that money), all others specs are the same. The phone feels very heavy on hand mind it.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Komal S.,Great for light users,Reviewed in India on 5 November 2023,"Bought it for my mother and it has got all the basics right. Battery life is excellent. I am charging it with my 20 watt moto charger, it takes 1.5 hrs to fully charge with it. Easily lasts for 2 to 2.5 days in light usage like calling, WhatsApp and YouTube. Software is amazing and smooth, no lags at all.

Cons:
- Don't expect much from camera. I will say camera quality is below average, but it still does the work. Front and back both.
- Screen is IPS LCD and not amoled, so you will always feel a difference because colors are not so punchy and because of that content watching experience is not that good.
- Speaker is just decent, not very loud.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Mahendra N Raut,Far better in 10k compared to any other mobile in the world.,Reviewed in India on 1 November 2023,"I bought this just as 5G hotspot since in my village we do not have any wired connection possible at my place.
I have to find mobile network with 4G+/5G to work and place mobile for good connectivity and this is the best thing I found.
1. It has 5G bands needed on both Airtel/Jio
2. Carrier aggregation supported and thats great thing available in such low cost device.
3. I can use hotspot for full day without worrying about battery.
4. Screen is good compared to the price.
5. My Hotspot is able to store/transfer 105GB of data :D
6. It does support installing android apps ;p

*Note: This solved my purpose as a 5G/4G+ hotspots and that was a whole purpose my purchase*",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Danish,Old Model Mobile,Reviewed in India on 15 November 2023,Every thing is good but the designed and model is old for the current scenerio also the charger is not available with this mobile which is minus point for this product. There are more option in this price segment with charger but the sceern is good.,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Srinath,Samsung M14,Reviewed in India on 11 November 2023,The cable provided along with the box was a two end c-type connect which is a bad thing as we can charge the phone immediately after buying or may cause the damage of the battery buy using wrong adaptor. Other than that the looks of the phone was good,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Harsh Morasiya,Worth it,Reviewed in India on 15 October 2023,"So I am just waiting to write this review after few days of usage, and here Im writing it, after using it for 10 days. The phone is worth of the price I got it at ₹11500 in Amazon great Indian sale & this is 6gb-128gb varient. It doesn't have Amoled display but yes it does comes u with PLS IPS display. Also it has 90hz refresh rate
Things to keep in mind:-
1. It has a big battery setup of 6000mah so it take good amount to charge
2. It doesn't come with adaptor, no Mobile case, and cable is also type C to type c , so you cannot use it with your old USB cable. So either buy converter pin or buy original Samsung type c adaptor
3. It's camera is very good in night also
4. It's a decent phone which also look quite big but fit comfortably in hands.
Overall great experience in this 10days no heating issue nothing.
Also Samsung service is above all other phones.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
K.Chandramouli,A well priced 5G phone,Reviewed in India on 8 November 2023,"It is a standard Samsung phone with lots of bloatware ,only some of which can be removed. The screen resolution is good for the price. The 6GB/128GB version is quite fast and wifi connectivity is good. The fingerprint sensor is very poor and takes several tries to work. The camera is okay and takes reasonably good photos in daylight. Not great for night shots. The battery lasts for over 1.5 days on a single charge with normal use of phone,video,music..etc. Overall it's a great buy at this price ,though hardcore gamers will have to look elsewhere for a suitable phone.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
GURPREET SINGH,Value for money 💰,Reviewed in India on 13 November 2023,Overall product is really nice at this price 👌 as long as seller must send adapter with mobile 📱 anyway I bought it separately and Thanks for delivery on time well packed,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Raghu HS,This is not 5G phone,Reviewed in India on 16 November 2023,"Everything Perfect but in this phone 5G not working. I checked with so many areas like Banglore ,Manglore but no use . I request to Samsung to reclaim and remove 5G phone.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Monu jatav,According to Prices range decent work,Reviewed in India on 16 November 2023,"Smooth touch😃, great display 👌nd camera average🙄..
Looking 🤔 not bad but notch display feel out dated type display. 😏",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Amazon Customer,Value for money,Reviewed in India on 17 November 2023,"I like this , its fullfil all the needs in low budget . Thank you samsung",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Sandeep Kumar,Samsung galaxy M 14 5g,Reviewed in India on 17 November 2023,Everything is good but There Must be an adaptor with this mobile,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Sanjeevkumar sulepeth,Good handset in concission rate.,Reviewed in India on 11 November 2023,"Good phone .., battery, camera , speed, touchscreen all fabulous. Great to have a phone like this. Definitely go for it.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Mohit S.,Decent phone at this price,Reviewed in India on 15 October 2023,"Everything is fine in this phone , but I noticed 2 problems with this phone
1. Ram management is poor, phone doesn't keeps recent apps in background. Apps will restart. So it is recommended to buy 6gb varient instead of 4 gb.
2. Sometimes sound on this phone suddenly stops, it may be due to I got a defective unit or may be every phone has same issue. When I restart the phone or turn on silent/vibration mode and then switch to sound mode then phone volume comes back.
Rest everything is good according to the price.
1. Battery is super
2. 5g works well
3. Display is decent
4. Camera is average

Overall tha phone justifies it's price,may be samsung could resolve the sound problem via software update.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Placeholder,Nice Product,Reviewed in India on 11 November 2023,"Camera Clearty Good and Storage.

But Adapter missing.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
chandrasekar,Faster browsing and good video recording,Reviewed in India on 19 November 2023,Purchased as per request of a friend; he finds the product helping in faster browsing; video recording is satisfactory according to him.,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Sanjay kumar saha,Good mobile phone,Reviewed in India on 23 October 2023,"The phone is good, easy to hadle and the looks of phone is good and it 5G connection is good,the phone is very comfortable,services of samsung you all know about it,Durability of phone is good and i drop it from 5 feet and nothing happened i drop it in swimming pool for 5 minutes and same thing happened.But the camera is not so good i have more expectations from it . I bought its 6GB+128GB verision. I think you can buy this phone for study purposes only. I request samsung to improve the camera.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Sunita,Nice Samsung Galaxy M14 5G👍,Reviewed in India on 11 November 2023,"Good product 💯
Good performance 😀
Good display 👍
Good battery🔋
Good build quality 😁
Good camera 📸",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Bhaskar Singh,Overall phone reviews,Reviewed in India on 30 October 2023,Normal using not problem but you using multitasking and Normal heavy app this phone making heat and lag some time sometime auto restart problem I think ui optimization is poor but used for normal people and normal uses jio 5g is not stable and some area issue,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Placeholder,Specification is nice,Reviewed in India on 15 November 2023,"Working, charging, and All specification including camera is upto the mark.
But size of the phone is not handy it is bulky.",https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Mathiyazhagan S,Like a Good phone,Reviewed in India on 20 November 2023,Better experience,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
Placeholder,Good budget phone,Reviewed in India on 7 November 2023,I was skeptical in buying the phone after reading heating issues and camera in the reviews but went a head .. I didn't face heating issues till now and satisfied with camera quality for the price,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSSNV7/ref=sr_1_13?keywords=mobile&qid=1700642605&sr=8-13
